,School_Name,District,Latitude,Longitude,Address,Student_Attendance_Rate,Average_ELA_Proficiency,Average_Math_Proficiency,avg_math_ela,borough
1039,P.S. 045 JOHN TYLER,31,40.628306,-74.107516,"58 LAWRENCE AVE STATEN ISLAND, NY 10310",0.93,2.55,2.56,2.5549999999999997,4
1040,P.S. 046 ALBERT V. MANISCALCO,31,40.594211,-74.080521,"41 REID AVE STATEN ISLAND, NY 10305",0.92,2.33,2.46,2.395,4
1041,P.S. 048 WILLIAM G. WILCOX,31,40.602835,-74.091981,"1050 TARGEE ST STATEN ISLAND, NY 10304",0.95,3.04,3.25,3.145,4
1042,I.S. 49 BERTA A. DREYFUS,31,40.620483,-74.080771,"101 WARREN ST STATEN ISLAND, NY 10304",0.91,2.31,2.19,2.25,4
1043,P.S. 050 FRANK HANKINSON,31,40.561488,-74.124926,"200 ADELAIDE AVE STATEN ISLAND, NY 10306",0.95,3.29,3.55,3.42,4
1044,I.S. 051 EDWIN MARKHAM,31,40.623011,-74.145295,"20 HOUSTON ST STATEN ISLAND, NY 10302",0.91,2.47,2.32,2.395,4
1045,P.S. 052 JOHN C. THOMPSON,31,40.582437,-74.088696,"450 BUEL AVE STATEN ISLAND, NY 10305",0.94,2.7,2.95,2.825,4
1046,THE BARBARA ESSELBORN SCHOOL,31,40.552128,-74.137382,"330 DURANT AVE STATEN ISLAND, NY 10308",0.95,2.8,3.14,2.9699999999999998,4
1047,P.S. 054 CHARLES W. LENG,31,40.602779,-74.137628,"1060 WILLOWBROOK RD STATEN ISLAND, NY 10314",0.94,2.78,3.18,2.98,4
1048,P.S. 055 HENRY M. BOEHM,31,40.536389,-74.163422,"54 OSBORNE ST STATEN ISLAND, NY 10312",0.95,2.8,2.99,2.895,4
1049,P.S. 56 THE LOUIS DESARIO SCHOOL,31,40.54196,-74.213967,"250 KRAMER AVE STATEN ISLAND, NY 10309",0.95,3.11,3.27,3.19,4
1050,P.S. 057 HUBERT H. HUMPHREY,31,40.611011,-74.083588,"140 PALMA DR STATEN ISLAND, NY 10304",0.9,2.33,2.25,2.29,4
1051,SPACE SHUTTLE COLUMBIA SCHOOL,31,40.583066,-74.160687,"77 MARSH AVE STATEN ISLAND, NY 10314",0.94,2.75,2.77,2.76,4
1052,P.S. 060 ALICE AUSTEN,31,40.610556,-74.162328,"55 MERRILL AVE STATEN ISLAND, NY 10314",0.95,2.65,2.75,2.7,4
1053,I.S. 061 WILLIAM A MORRIS,31,40.634527,-74.097992,"445 CASTLETON AVE STATEN ISLAND, NY 10301",0.91,2.45,2.32,2.385,4
1054,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,31,40.581969,-74.15936,"100 ESSEX DR STATEN ISLAND, NY 10314",0.95,3.03,3.01,3.0199999999999996,4
1055,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,31,40.633709,-74.078261,"98 GRANT ST STATEN ISLAND, NY 10301",0.95,2.75,2.93,2.84,4
1056,P.S. 069 DANIEL D. TOMPKINS,31,40.591227,-74.15756,"144 KEATING PL STATEN ISLAND, NY 10314",0.95,2.74,3.0,2.87,4
1057,I.S. 072 ROCCO LAURIE,31,40.59247,-74.158532,"33 FERNDALE AVE STATEN ISLAND, NY 10314",0.94,2.83,2.79,2.81,4
1058,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,31,40.638837,-74.079494,"211 DANIEL LOW TERR STATEN ISLAND, NY 10301",0.92,2.26,2.34,2.3,4
1059,I.S. 075 FRANK D. PAULO,31,40.544369,-74.197201,"455 HUGUENOT AVE STATEN ISLAND, NY 10312",0.95,3.05,3.16,3.105,4
1060,P.S. 78,31,40.622418,-74.079229,"100 TOMPKINS AVE STATEN ISLAND, NY 10304",0.9,2.11,2.2,2.1550000000000002,4
1061,THE MICHAEL J. PETRIDES SCHOOL,31,40.608441,-74.105262,"715 OCEAN TERR STATEN ISLAND, NY 10301",0.95,2.83,2.88,2.855,4
1062,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,31,40.620326,-74.164432,"280 REGIS DR STATEN ISLAND, NY 10314",0.94,2.79,2.91,2.85,4
1063,P.S./I.S. 045 HORACE E. GREENE,32,40.686658,-73.910178,"84 SCHAEFER ST BROOKLYN, NY 11207",0.9,2.4,2.49,2.4450000000000003,3
1064,P.S. 075 MAYDA CORTIELLA,32,40.693254,-73.921321,"95 GROVE ST BROOKLYN, NY 11221",0.91,2.16,2.3,2.23,3
1065,P.S. 086 THE IRVINGTON,32,40.700748,-73.91766,"220 IRVING AVE BROOKLYN, NY 11237",0.95,2.24,2.41,2.325,3
1066,P.S. 106 EDWARD EVERETT HALE,32,40.693691,-73.913234,"1328 PUTNAM AVE BROOKLYN, NY 11221",0.92,2.12,2.37,2.245,3
1067,P.S. 116 ELIZABETH L FARRELL,32,40.698057,-73.916588,"515 KNICKERBOCKER AVE BROOKLYN, NY 11237",0.94,2.37,2.68,2.5250000000000004,3
1068,P.S. 123 SUYDAM,32,40.703905,-73.922574,"100 IRVING AVE BROOKLYN, NY 11237",0.95,2.22,2.36,2.29,3
1069,P.S. 145 ANDREW JACKSON,32,40.701446,-73.932301,"100 NOLL ST BROOKLYN, NY 11206",0.93,2.26,2.29,2.275,3
1070,P.S. 151 LYNDON B. JOHNSON,32,40.693371,-73.908233,"763 KNICKERBOCKER AVE BROOKLYN, NY 11237",0.93,2.02,2.1,2.06,3
1071,J.H.S. 162 THE WILLOUGHBY,32,40.706871,-73.92002,"1390 WILLOUGHBY AVE BROOKLYN, NY 11237",0.91,2.23,2.23,2.23,3
1072,P.S. 274 KOSCIUSKO,32,40.694186,-73.928157,"800 BUSHWICK AVE BROOKLYN, NY 11221",0.92,2.2,2.42,2.31,3
1073,J.H.S. 291 ROLAND HAYES,32,40.695648,-73.915406,"231 PALMETTO ST BROOKLYN, NY 11221",0.89,2.17,2.1,2.135,3
1074,P.S. 299 THOMAS WARREN FIELD,32,40.690997,-73.91785,"88 WOODBINE ST BROOKLYN, NY 11221",0.92,2.25,2.52,2.385,3
1075,I.S. 347 SCHOOL OF HUMANITIES,32,40.700818,-73.927587,"35 STARR ST BROOKLYN, NY 11221",0.92,2.25,2.3,2.275,3
1076,"I.S. 349 MATH, SCIENCE & TECH.",32,40.700818,-73.927587,"35 STARR ST BROOKLYN, NY 11211",0.94,2.25,2.26,2.255,3
1077,P.S. 376,32,40.698048,-73.920166,"194 HARMAN ST BROOKLYN, NY 11237",0.95,2.58,2.76,2.67,3
1078,P.S. 377 ALEJANDRINA B. DE GAUTIER,32,40.693817,-73.914879,"200 WOODBINE ST BROOKLYN, NY 11221",0.91,2.14,2.22,2.18,3
1079,J.H.S. 383 PHILIPPA SCHUYLER,32,40.697892,-73.919072,"1300 GREENE AVE BROOKLYN, NY 11237",0.96,2.9,2.72,2.81,3
1080,P.S. /I.S. 384 FRANCES E. CARTER,32,40.68977,-73.904832,"242 COOPER ST BROOKLYN, NY 11207",0.93,2.39,2.37,2.38,3
1081,ALL CITY LEADERSHIP SECONDARY SCHOOL,32,40.697591,-73.913097,"321 PALMETTO ST BROOKLYN, NY 11237",0.97,3.28,3.47,3.375,3
1082,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,32,40.688922,-73.91033,"125 COVERT ST BROOKLYN, NY 11207",0.92,2.11,1.95,2.03,3
1083,EXPLORE EXCEED CHARTER SCHOOL,17,40.677036,-73.960074,"443 ST MARKS AVE-RM 114 BROOKLYN, NY 11238",0.94,2.23,2.65,2.44,3
1084,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,14,40.705915,-73.962068,"157 WILSON ST-4TH FL BROOKLYN, NY 11211",0.97,2.62,2.97,2.795,3
1085,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,17,40.662087,-73.936458,"790 E NEW YORK AVE BROOKLYN, NY 11203",0.98,2.59,2.93,2.76,3
1086,KIPP AMP CHARTER SCHOOL,17,40.672272,-73.937164,"1224 PARK PL-4TH FL BROOKLYN, NY 11213",0.95,2.48,2.73,2.605,3
1087,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,19,40.663784,-73.893259,"557 PENNSYLVANIA AVE BROOKLYN, NY 11207",0.98,2.69,2.95,2.8200000000000003,3
1088,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,16,40.675732,-73.935082,"1580 DEAN ST-3RD FL BROOKLYN, NY 11213",0.95,2.16,2.2,2.18,3
1089,HELLENIC CLASSICAL CHARTER SCHOOL,15,40.662963,-73.992106,"646 5TH AVE BROOKLYN, NY 11215",0.96,2.94,3.34,3.1399999999999997,3
1090,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,14,40.696726,-73.947309,"70 TOMPKINS AVE-2ND FL BROOKLYN, NY 11206",0.0,3.3,4.16,3.73,3
1091,EXPLORE EXCEL CHARTER SCHOOL,18,40.642544,-73.90803,"1077 REMSEN AVE BROOKLYN, NY 11236",0.96,2.28,2.5,2.3899999999999997,3
1092,INVICTUS PREPARATORY CHARTER SCHOOL,19,40.670064,-73.874556,"370 FOUNTAIN AVE-3RD FL BROOKLYN, NY 11208",0.95,2.3,2.44,2.37,3
1093,TEACHING FIRMS OF AMERICA-PROFESSIONAL PREPARATORY CHARTER SCHOOL,16,40.688447,-73.935295,"616 QUINCY ST-3RD FL BROOKLYN, NY 11221",0.92,2.72,2.49,2.6050000000000004,3
1094,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,13,40.682396,-73.965924,"510 WAVERLY AVE BROOKLYN, NY 11238",0.98,2.62,2.98,2.8,3
1095,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP CHARTER SCHOOL,13,40.681896,-73.945611,"141 MACON ST-1ST FL BROOKLYN, NY 11216",0.96,2.79,3.3,3.045,3
1096,COMMUNITY ROOTS CHARTER SCHOOL,13,40.695143,-73.977889,"51 ST EDWARDS ST-3RD FL BROOKLYN, NY 11205",1.0,2.86,2.86,2.86,3
1097,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,32,40.697892,-73.919072,"1300 GREENE AVE BROOKLYN, NY 11237",0.98,2.73,3.27,3.0,3
1098,EXCELLENCE BOYS CHARTER SCHOOL,16,40.683447,-73.925849,"225 PATCHEN AVE BROOKLYN, NY 11233",0.94,2.63,3.2,2.915,3
1099,KINGS COLLEGIATE CHARTER SCHOOL,18,40.677469,-73.942071,"1485 PACIFIC ST-FL 2 BROOKLYN, NY 11212",0.97,2.67,2.99,2.83,3
1100,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,23,40.674493,-73.913246,"2021 BERGEN ST-RM 149 BROOKLYN, NY 11233",0.98,2.59,2.78,2.6849999999999996,3
1101,BEDFORD STUYVESANT COLLEGIATE -UNCOMMON COLLEGIATE CHARTER HIGH SCHOOL,16,40.687938,-73.932378,"800 GATES AVE-4TH FL BROOKLYN, NY 11221",0.97,2.49,2.8,2.645,3
1102,LA CIMA CHARTER SCHOOL,16,40.687938,-73.932378,"800 GATES AVE BROOKLYN, NY 11221",1.0,2.37,2.82,2.5949999999999998,3
1103,PAVE ACADEMY CHARTER SCHOOL,15,40.675877,-74.003636,"732 HENRY ST BROOKLYN, NY 11231",0.97,2.56,2.84,2.7,3
1104,BROOKLYN ASCEND CHARTER SCHOOL,18,40.662056,-73.920703,"205 ROCKAWAY PKWY-2ND FL BROOKLYN, NY 11212",0.97,2.55,2.56,2.5549999999999997,3
1105,BROOKLYN CHARTER SCHOOL,14,40.694156,-73.94779,"545 WILLOUGHBY AVE BROOKLYN, NY 11206",0.92,2.42,2.61,2.5149999999999997,3
1106,COMMUNITY PARTNERSHIP CHARTER SCHOOL,13,40.689626,-73.961094,"241 EMERSON PL BROOKLYN, NY 11205",0.95,2.43,2.65,2.54,3
1107,BEGINNING WITH CHILDREN CHARTER SCHOOL,14,40.699216,-73.945215,"185 ELLERY ST BROOKLYN, NY 11206",1.0,2.32,2.34,2.33,3
1108,EXPLORE CHARTER SCHOOL,17,40.656389,-73.951462,"655 PARKSIDE AVE BROOKLYN, NY 11226",0.96,2.36,2.65,2.505,3
1109,BROOKLYN PROSPECT CHARTER SCHOOL,15,40.648155,-73.978583,"3002 FORT HAMILTON PKWY BROOKLYN, NY 11218",0.96,2.82,3.05,2.9349999999999996,3
1110,BROWNSVILLE COLLEGIATE CHARTER SCHOOL,23,40.668635,-73.905086,"364 SACKMAN ST-4TH FL BROOKLYN, NY 11212",0.96,2.47,2.75,2.6100000000000003,3
1111,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,23,40.655763,-73.906685,"985 ROCKAWAY AVE-3RD FL BROOKLYN, NY 11212",0.96,2.62,3.25,2.935,3
1112,EXCELLENCE GIRLS CHARTER SCHOOL,16,40.688119,-73.924441,"794 MONROE ST-3RD FL BROOKLYN, NY 11221",0.94,2.99,3.48,3.2350000000000003,3
1113,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4),18,40.644044,-73.892737,"1070 E 104TH ST BROOKLYN, NY 11236",0.96,2.49,2.88,2.685,3
1114,SUMMIT ACADEMY CHARTER SCHOOL,15,40.677847,-74.004818,"27 HUNTINGTON ST BROOKLYN, NY 11231",0.89,2.27,2.45,2.3600000000000003,3
1115,BROOKLYN EXCELSIOR CHARTER SCHOOL,16,40.68972,-73.925019,"856 QUINCY ST BROOKLYN, NY 11221",0.95,2.35,2.37,2.3600000000000003,3
1116,BROWNSVILLE ASCEND CHARTER SCHOOL,23,40.668975,-73.917872,"1501 PITKIN AVE BROOKLYN, NY 11212",0.95,2.48,2.65,2.565,3
1117,BROOKLYN SCHOLARS CHARTER SCHOOL,19,40.669455,-73.867298,"2635 LINDEN BLVD BROOKLYN, NY 11208",0.95,2.45,2.73,2.59,3
1118,EXPLORE EMPOWER CHARTER SCHOOL,17,40.672706,-73.92893,"188 ROCHESTER AVE BROOKLYN, NY 11213",0.94,2.28,2.37,2.325,3
1119,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,21,40.598888,-73.974233,"294 AVE T BROOKLYN, NY 11223",0.95,2.52,2.81,2.665,3
1120,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,22,40.611413,-73.913977,"2186 MILL AVE BROOKLYN, NY 11234",0.95,2.73,3.25,2.99,3
1121,UNITY PREP CHARTER SCHOOL,13,40.686208,-73.940924,"432 MONROE ST BROOKLYN, NY 11221",0.94,2.26,2.32,2.29,3
1122,BROOKLYN URBAN GARDEN CHARTER SCHOOL,15,40.656204,-73.982638,"500 19TH ST BROOKLYN, NY 11215",0.96,2.53,2.5,2.5149999999999997,3
1123,HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN,19,40.667817,-73.898173,"330 ALABAMA AVE BROOKLYN, NY 11207",0.94,2.4,2.48,2.44,3
1124,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,19,40.676982,-73.883838,"350 LINWOOD ST BROOKLYN, NY 11208",0.98,2.52,2.9,2.71,3
1125,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,23,40.672333,-73.906225,"51 CHRISTOPHER AVE BROOKLYN, NY 11212",0.95,2.89,3.59,3.24,3
1126,OCEAN HILL COLLEGIATE CHARTER SCHOOL,23,40.678113,-73.915211,"1137 HERKIMER ST-2ND FL BROOKLYN, NY 11233",0.97,2.63,3.0,2.815,3
1127,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,13,40.678584,-73.96634,"80 UNDERHILL AVE BROOKLYN, NY 11238",0.97,2.6,2.74,2.67,3
1128,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,16,40.694681,-73.937742,"82 LEWIS AVE BROOKLYN, NY 11206",0.95,2.4,2.53,2.465,3
1129,IMAGINE ME LEADERSHIP CHARTER SCHOOL,19,40.660065,-73.883496,"818 SCHENCK AVE BROOKLYN, NY 11207",0.94,2.4,2.8,2.5999999999999996,3
1130,BROOKLYN DREAMS CHARTER SCHOOL,22,40.632144,-73.969817,"259 PARKVILLE AVE BROOKLYN, NY 11230",0.94,2.48,2.83,2.6550000000000002,3
1131,THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER SCHOOL,18,40.654135,-73.908199,"1400 LINDEN BLVD BROOKLYN, NY 11212",0.96,2.36,2.45,2.4050000000000002,3
1132,BUSHWICK ASCEND CHARTER SCHOOL,32,40.693686,-73.90903,"751 KNICKERBOCKER AVE BROOKLYN, NY 11221",0.96,2.45,2.71,2.58,3
1133,NEW HOPE ACADEMY CHARTER SCHOOL,18,40.643727,-73.922256,"475 E 57TH ST-3RD FL BROOKLYN, NY 11203",1.0,2.47,2.63,2.55,3
1134,BROOKLYN LAB CHARTER SCHOOL,13,40.698516,-73.986971,"240 JAY ST BROOKLYN, NY 11201",0.0,2.63,2.57,2.5999999999999996,3
1135,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,5,40.810555,-73.948862,"250 W 127TH ST NEW YORK, NY 10027",0.94,2.6,2.82,2.71,1
1136,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,6,40.839408,-73.935772,"21 JUMEL PL-RM D109 NEW YORK, NY 10032",0.96,2.56,2.86,2.71,1
1137,GREAT OAKS CHARTER SCHOOL,1,40.719935,-73.991656,"38 DELANCEY ST-3RD FL NEW YORK, NY 10002",0.95,2.37,2.85,2.6100000000000003,1
1138,THE OPPORTUNITY CHARTER SCHOOL,3,40.801651,-73.955295,"240 W 113TH ST-4TH FL NEW YORK, NY 10026",0.93,2.13,2.01,2.07,1
1139,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,5,40.812589,-73.948156,"245 W 129TH ST NEW YORK, NY 10027",0.95,2.51,2.91,2.71,1
1140,MANHATTAN CHARTER SCHOOL,1,40.71823,-73.984082,"100 ATTORNEY ST NEW YORK, NY 10002",0.94,2.51,3.03,2.7699999999999996,1
1141,HARLEM LINK CHARTER SCHOOL,3,40.798495,-73.949849,"20 W 112TH ST-RM 357 NEW YORK, NY 10026",0.95,2.25,2.45,2.35,1
1142,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,1,40.71987,-73.977376,"442 E HOUSTON ST-RM 312 NEW YORK, NY 10002",0.94,2.72,2.83,2.7750000000000004,1
1143,HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,4,40.799315,-73.933952,"2351 1ST AVE-4TH FL NEW YORK, NY 10035",0.95,2.36,2.72,2.54,1
1144,KIPP INFINITY CHARTER SCHOOL,5,40.819764,-73.95724,"625 W 133 ST-RM 308D NEW YORK, NY 10027",0.96,2.6,3.13,2.865,1
1145,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,5,40.806204,-73.94102,"35 E 125TH ST NEW YORK, NY 10035",0.95,2.57,3.13,2.8499999999999996,1
1146,DEMOCRACY PREP CHARTER SCHOOL,5,40.814949,-73.945808,"222 W 134TH ST NEW YORK, NY 10030",0.95,2.64,3.07,2.855,1
1147,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,3,40.803013,-73.948255,"34 W 118TH ST-2ND FL NEW YORK, NY 10026",0.0,3.06,3.79,3.425,1
1148,NEW HEIGHTS ACADEMY CHARTER SCHOOL,6,40.828615,-73.945402,"1818 AMSTERDAM AVE NEW YORK, NY 10031",0.96,2.37,2.38,2.375,1
1149,DREAM CHARTER SCHOOL,4,40.788341,-73.944095,"1991 2ND AVE NEW YORK, NY 10029",0.94,2.51,2.85,2.6799999999999997,1
1150,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,5,40.805719,-73.935335,"144 E 128TH ST-3RD FL NEW YORK, NY 10035",0.0,3.17,3.68,3.425,1
1151,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,4,40.796046,-73.944549,"141 E 111TH ST-3RD FL NEW YORK, NY 10029",0.0,3.29,3.89,3.59,1
1152,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,3,40.801651,-73.955295,"240 W 113TH ST-3RD FL NEW YORK, NY 10026",0.0,3.23,3.95,3.59,1
1153,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,5,40.814949,-73.945808,"222 W 134TH ST-RM 111 NEW YORK, NY 10030",0.95,2.13,2.29,2.21,1
1154,THE EQUITY PROJECT CHARTER SCHOOL (TEP),6,40.863962,-73.933043,"549 AUDUBON AVE-TRAILER 30 NEW YORK, NY 10040",0.97,2.35,2.75,2.55,1
1155,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,6,40.869008,-73.920884,"108 COOPERS ST NEW YORK, NY 10034",0.94,2.31,2.43,2.37,1
1156,DEMOCRACY PREP HARLEM CHARTER SCHOOL,5,40.814412,-73.945122,"207 W 133RD ST NEW YORK, NY 10030",0.94,2.37,2.74,2.555,1
1157,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 5,5,40.820192,-73.944457,"301 W 140TH ST-3RD FL NEW YORK, NY 10030",0.0,3.14,3.92,3.5300000000000002,1
1158,NEW YORK FRENCH AMERICAN CHARTER SCHOOL,3,40.807539,-73.954227,"311 W 120TH ST NEW YORK, NY 10027",0.95,2.44,2.62,2.5300000000000002,1
1159,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,4,40.790378,-73.942991,"2050 2ND AVE NEW YORK, NY 10026",0.93,2.43,3.02,2.725,1
1160,SUCCESS ACADEMY CHARTER SCHOOL - UPPER WEST,3,40.785954,-73.974072,"145 W 84TH ST-2ND FL NEW YORK, NY 10024",0.0,3.53,4.2,3.865,1
1161,SISULU-WALKER CHARTER SCHOOL OF HARLEM,3,40.802102,-73.951358,"125 W 115TH ST NEW YORK, NY 10026",0.93,2.43,2.79,2.6100000000000003,1
1162,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,4,40.795537,-73.944526,"132-142 E 111TH ST NEW YORK, NY 10029",0.87,2.91,2.94,2.925,1
1163,AMBER CHARTER SCHOOL,4,40.790929,-73.943909,"220 E 106TH ST NEW YORK, NY 10029",0.94,2.69,2.97,2.83,1
1164,HARLEM PREP CHARTER SCHOOL,4,40.801377,-73.935082,"240 E 123RD ST-1ST FL NEW YORK, NY 10035",0.96,2.47,2.69,2.58,1
1165,HARLEM VILLAGE ACADEMY CHARTER SCHOOL,5,40.806558,-73.944012,"35 W 124TH ST NEW YORK, NY 10027",0.96,2.31,2.66,2.4850000000000003,1
1166,KIPP STAR COLLEGE PREP CHARTER SCHOOL,5,40.810854,-73.956339,"433 W 123RD ST-4TH FL NEW YORK, NY 10027",0.95,2.54,2.78,2.66,1
1167,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,3,40.806174,-73.948335,"134 W 122ND ST NEW YORK, NY 10027",0.92,2.43,2.62,2.5250000000000004,1
1168,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,24,40.737333,-73.866404,"55-30 JUNCTION BLVD ELMHURST, NY 11373",0.97,2.86,3.21,3.035,5
1169,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,27,40.600739,-73.752014,"611 BEACH 19TH ST FAR ROCKAWAY, NY 11691",0.95,2.53,2.6,2.565,5
1170,MIDDLE VILLAGE PREP CHARTER SCHOOL,24,40.712244,-73.887868,"6802 METROPOLITAN AVE MIDDLE VILLAGE, NY 11379",0.96,2.82,3.15,2.985,5
1171,VOICE CHARTER SCHOOL OF NEW YORK,30,40.760397,-73.939713,"36-24 12TH ST LONG ISLAND CITY, NY 11106",0.96,2.73,3.23,2.98,5
1172,GROWING UP GREEN CHARTER SCHOOL,30,40.753116,-73.935701,"39-27 28TH ST LONG ISLAND CITY, NY 11101",1.0,2.67,2.99,2.83,5
1173,CHALLENGE PREPARATORY CHARTER SCHOOL,27,40.600208,-73.763868,"710 HARTMAN LANE FAR ROCKAWAY, NY 11691",0.94,2.66,3.05,2.855,5
1174,RIVERTON STREET CHARTER SCHOOL,29,40.689348,-73.763541,"118-34 RIVERTON ST SAINT ALBANS, NY 11412",0.97,2.71,2.93,2.8200000000000003,5
1175,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,28,40.679744,-73.77818,"122-05 SMITH ST JAMAICA, NY 11434",0.95,2.36,2.58,2.4699999999999998,5
1176,ACADEMY OF THE CITY CHARTER SCHOOL,30,40.75721,-73.902515,"31-29 60TH ST WOODSIDE, NY 11377",0.95,2.45,2.88,2.665,5
1177,MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,29,40.67619,-73.75304,"136-25 218TH ST SPRINGFIELD GARDENS, NY 11413",0.95,2.35,2.48,2.415,5
1178,RENAISSANCE CHARTER SCHOOL,30,40.749951,-73.885164,"35-59 81ST ST JACKSON HEIGHTS, NY 11372",0.96,2.65,2.92,2.785,5
1179,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,30,40.755778,-73.924144,"36-12 35TH AVE ASTORIA, NY 11106",0.95,2.8,3.02,2.91,5
1180,JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL,31,40.605428,-74.179723,"1 CORPORATE COMMONS-1 TELEPORT DR STATEN ISLAND, NY 10311",0.94,2.38,2.53,2.455,4
1181,STATEN ISLAND COMMUNITY CHARTER SCHOOL,31,40.630238,-74.081143,"309 ST PAULS AVE STATEN ISLAND, NY 10304",0.95,2.36,2.43,2.395,4
1182,NEW WORLD PREPARATORY CHARTER SCHOOL,31,40.639517,-74.137071,"26 SHAPE AVE STATEN ISLAND, NY 10302",0.95,2.45,2.73,2.59,4
1183,ICAHN CHARTER SCHOOL 6,9,40.837913,-73.868495,"1776 MANSION ST BRONX, NY 10457",0.94,2.88,3.28,3.08,2
1184,GRAND CONCOURSE CHARTER SCHOOL,8,40.825693,-73.838405,"925 HUTCHINSON PARKWAY BRONX, NY 10465",0.95,2.83,3.07,2.95,2
1185,MOTT HALL CHARTER SCHOOL,9,40.830895,-73.902386,"1260 FRANKLIN AVE BRONX, NY 10456",0.94,2.23,2.39,2.31,2
1186,BRONX LIGHTHOUSE CHARTER SCHOOL,12,40.823187,-73.897385,"1001 INTERVALE AVE BRONX, NY 10459",0.95,2.33,2.54,2.435,2
1187,BRONX CHARTER SCHOOL FOR EXCELLENCE,11,40.834056,-73.858543,"1960 BENEDICT AVE BRONX, NY 10462",0.97,2.97,3.25,3.1100000000000003,2
1188,TECH INTERNATIONAL CHARTER SCHOOL,10,40.880836,-73.907086,"3120 CORLEAR AVE BRONX, NY 10463",0.93,2.27,2.26,2.2649999999999997,2
1189,SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURES AND THE ARTS,7,40.807564,-73.929369,"164 BRUCKNER BLVD BRONX, NY 10454",0.92,2.53,2.45,2.49,2
1190,HYDE LEADERSHIP CHARTER SCHOOL,8,40.815594,-73.885238,"730 BRYANT AVE BRONX, NY 10474",0.95,2.41,2.53,2.4699999999999998,2
1191,SOUTH BRONX CLASSICAL CHARTER SCHOOL,12,40.822084,-73.894038,"977 FOX ST BRONX, NY 10459",0.96,3.24,3.47,3.3550000000000004,2
1192,ICAHN CHARTER SCHOOL 2,11,40.845031,-73.857976,"1640 BRONXDALE AVE BRONX, NY 10462",0.94,2.99,3.36,3.175,2
1193,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL,7,40.818739,-73.927164,"750 CONCOURSE VILLAGE W-LOWER LEVEL BRONX, NY 10451",0.96,2.69,2.81,2.75,2
1194,MOTT HAVEN ACADEMY CHARTER SCHOOL,7,40.806307,-73.920868,"170 BROWN PL BRONX, NY 10454",0.93,2.57,3.04,2.8049999999999997,2
1195,BRONX COMMUNITY CHARTER SCHOOL,10,40.872656,-73.874846,"3170 WEBSTER AVE BRONX, NY 10467",1.0,2.43,2.66,2.545,2
